pull_time,club_name,active,console,club_id,division,ten_match_record,total_games,wins,losses,draws,goals_scored,goals_per_match,goals_conceded,goals_conceded_per_match,goal_difference,promotions,holds,relegations,best_season_div,best_season_points,region,stadium,total_rank_points,league_points,cup_points,div_1_titles,other_div_titles,total_trophies
2023-03-20 18:05:16,History writers,Yes,ps4,8068769,1,WWWWWWWLLD,1074,858,90,126,3491,3.25,1157,1.08,2334,10,111,1,1,25,,<.......ro7........>,33951,33951,0,83,10,93
2023-03-20 18:05:16,S A I L,Yes,ps4,4037169,1,WWWWWWWWLD,992,793,87,112,3012,3.04,924,0.93,2088,9,103,0,1,25,,Estadio Santiago Bernabéu,31309,31309,0,76,9,85
2023-03-20 18:05:16,Tactical oGs,Yes,ps4,2059189,1,WWWWWWWWWL,2330,1971,207,152,8081,3.47,2132,0.92,5949,9,254,0,1,25,East Coast US,THE OG HOUSE,82060,82060,0,227,9,236
2023-03-20 18:05:16,diverti,Yes,ps4,11229,1,WWWWWWLLDD,586,390,106,90,1429,2.44,631,1.08,798,10,55,1,1,25,,El Alcoraz,15043,15043,0,28,8,36
2023-03-20 18:05:16,Nympo Maniac,Yes,ps4,1725154,1,WWWWWWWWLD,432,368,35,29,1378,3.19,295,0.68,1083,9,41,0,1,25,,SENSEI YAMERO,14299,14299,0,36,9,45
2023-03-20 18:05:16,DE JANEIRO,Yes,ps4,58874,1,WWWWWWWWWW,1882,1447,204,231,5483,2.91,1817,0.97,3666,10,197,1,1,25,,Estadio Benito Villamarín,57180,57180,0,137,9,146
2023-03-20 18:05:16,TIKI TAKA VFC,Yes,ps4,1897919,1,WWWWWWWWLL,454,358,46,50,1279,2.82,348,0.77,931,9,42,0,1,25,,THE GREAT WALL,13095,13095,0,28,9,37
2023-03-20 18:05:16,Damasco,Yes,ps4,3663784,1,WWWWWWWWWW,1153,966,103,84,3560,3.09,977,0.85,2583,9,123,0,1,25,South America,Uoriboricoli Arena,39087,39087,0,102,9,111
2023-03-20 18:05:16,ARCA DE NOE,Yes,ps4,303639,1,WWWWWWWLDD,1265,955,127,183,4037,3.19,1670,1.32,2367,13,124,4,1,25,South America,Estadio Cornellà-EL Prat,37092,37092,0,88,12,100
2023-03-20 18:05:16,x M A N U,Yes,ps4,125744,1,WWWWWWWWWD,2799,2028,393,378,7245,2.59,2622,0.94,4623,15,289,6,1,25,,x M A N U,80278,80278,0,180,15,195
2023-03-20 18:05:16,F2ntastic,Yes,ps4,57119,1,WWWWWWWWLD,1198,917,128,153,3625,3.03,1203,1.0,2422,14,115,5,1,25,,Old Trafford,35351,35351,0,84,13,97
2023-03-20 18:05:16,M I A M I,Yes,ps4,4274304,1,WWWWWWWWLD,503,394,59,50,1627,3.23,528,1.05,1099,9,48,0,1,25,,Craven Cottage,16116,16116,0,40,9,49
2023-03-20 18:05:16,Esprite Cluster,Yes,ps4,7584,1,WWWWWWWWDD,605,378,100,127,1307,2.16,628,1.04,679,13,49,4,1,25,,El Grandioso,11990,11990,0,13,12,25
2023-03-20 18:05:16,Umeda Cypher,Yes,ps4,1504014,1,WWWWWDDDDD,287,223,41,23,738,2.57,153,0.53,585,9,24,0,1,25,,OYJ HOME,8245,8245,0,17,9,26
2023-03-20 18:05:16,B a n d i t s,Yes,ps4,13447064,1,WWWWWWWWWW,1233,1041,106,86,4097,3.32,1099,0.89,2998,9,131,0,1,25,,Mercedes-Benz Stadium,42325,42325,0,113,9,122
2023-03-20 18:05:16,City Plus,Yes,ps4,511819,1,WWWWWWWWLD,733,572,75,86,2210,3.02,689,0.94,1521,10,73,1,1,25,,Waldstadion,22240,22240,0,51,10,61
2023-03-20 18:05:16,Elite Wizards,Yes,ps4,10842624,1,WWWWWWWWLD,1003,767,111,125,2743,2.73,928,0.93,1815,10,101,1,1,25,Western Europe,Estadio Santiago Bernabéu,29561,29561,0,67,10,77
2023-03-20 18:05:16,C  o  b  R  a,Yes,ps4,7327654,1,WWWWWWWWWL,519,457,34,28,1968,3.79,485,0.93,1483,9,51,0,1,25,,San Siro,18061,18061,0,48,9,57
2023-03-20 18:05:16,L A V A,Yes,ps4,31974,1,WWWWWWWWWD,1159,862,134,163,3345,2.89,1112,0.96,2233,10,117,1,1,25,,L A V A,32987,32987,0,72,10,82
2023-03-20 18:05:16,D M A R,Yes,ps4,182964,1,WWWWWWWLLD,1260,874,145,241,3499,2.78,1735,1.38,1764,12,125,3,1,25,,King Abdullah Sports City,33158,33158,0,67,8,75
2023-03-20 18:05:16,M 8 S,Yes,ps4,4829844,1,WWWWWWWWWL,1451,1142,123,186,4785,3.3,1792,1.24,2993,10,150,1,1,25,,Cívitas METROPOLITANO,45501,45501,0,114,9,123
2023-03-20 18:05:16,Endgame,Yes,ps4,24339,1,WWWWWWWWLL,3005,2229,324,452,9081,3.02,3617,1.2,5464,18,306,9,1,25,,Mercedes-Benz Stadium,86861,86861,0,203,12,215
2023-03-20 18:05:16,A T T A C K,Yes,ps4,6911374,1,WWWWWLLLLD,322,254,29,39,1003,3.11,389,1.21,614,9,29,0,1,25,,Mercedes-Benz Stadium,9555,9555,0,20,9,29
2023-03-20 18:05:16,T O X,Yes,ps4,4159819,1,WWWWWWWLDD,2319,1810,229,280,6997,3.02,2532,1.09,4465,9,248,0,1,25,,El Alcoraz,72413,72413,0,178,9,187
2023-03-20 18:05:16,x Lyon,Yes,ps4,4504224,1,WWWWLLLLDD,751,551,94,106,2211,2.94,870,1.16,1341,11,72,2,1,25,Southern Europe,Johan Cruijff ArenA,20717,20717,0,43,9,52
2023-03-20 18:05:16,Ra VIRDY,Yes,ps4,7744,1,WWWWWWLLDD,461,312,64,85,1084,2.35,460,1.0,624,11,38,2,1,25,,We are Kaito,11033,11033,0,19,10,29
2023-03-20 18:05:16,K A M I K A Z E,Yes,ps4,357479,1,WWWWWWWWWL,1032,719,127,186,2866,2.78,1291,1.25,1575,15,92,6,1,25,,Stamford Bridge,26431,26431,0,54,13,67
2023-03-20 18:05:16,O D D,Yes,ps4,3372449,1,WWWWWWWWWD,903,672,104,127,2760,3.06,973,1.08,1787,11,88,2,1,25,,O D D,25637,25637,0,56,10,66
2023-03-20 18:05:16,2EtoilesFrance,Yes,ps4,8298699,1,WWWWWWWWWD,839,635,112,92,2204,2.63,765,0.91,1439,10,84,1,1,25,Southern Europe,stade de france,25211,25211,0,58,10,68
2023-03-20 18:05:16,COSMOPOLITE FC,Yes,ps4,2852714,1,WWWWWWWLLL,857,669,84,104,2413,2.82,834,0.97,1579,9,88,0,1,25,Southern Europe,RCDE Stadium,25725,25725,0,58,9,67
2023-03-20 18:05:16,S P R I N T,Yes,ps4,2682854,1,WWWWWWWLLD,1430,1115,155,160,4259,2.98,1457,1.02,2802,10,149,1,1,25,,Old Trafford,44396,44396,0,108,9,117
2023-03-20 18:05:16,O N X,Yes,ps4,10753409,1,WWWWWWWWWD,668,553,61,54,2237,3.35,668,1.0,1569,9,67,0,1,25,,Anfield,22332,22332,0,58,9,67
2023-03-20 18:05:16,S T O R Y,Yes,ps4,1311084,1,WWWWWWWLLD,1337,936,167,234,3647,2.73,1372,1.03,2275,15,127,6,1,25,,Estadio Santiago Bernabéu,35328,35328,0,75,10,85
2023-03-20 18:05:16,Tesuryo,Yes,ps4,137934,1,WWWWLDDDDD,477,305,76,96,952,2.0,423,0.89,529,12,38,3,1,25,,El Alcoraz,9975,9975,0,13,9,22
2023-03-20 18:05:16,D 7 K 1,Yes,ps4,5849739,1,WWWWWWWWWW,1120,776,153,191,2822,2.52,1174,1.05,1648,17,100,8,1,25,,D 7 H,28371,28371,0,57,13,70
2023-03-20 18:05:16,G R A Y,Yes,ps4,10257549,1,WWWWWWWWDD,286,237,23,26,944,3.3,278,0.97,666,9,24,0,1,25,,El Alcoraz,8798,8798,0,20,9,29
2023-03-20 18:05:16,Occams Razor,Yes,ps4,10172399,1,WWWWWWWDDD,344,301,28,15,1081,3.14,259,0.75,822,9,32,0,1,25,Northern Europe,Fi Amanillah,11995,11995,0,31,9,40
2023-03-20 18:05:16,W e r t,Yes,ps4,4275389,1,WWWWWWWLLD,430,297,45,88,1128,2.62,491,1.14,637,11,35,2,1,25,,W e r t,10576,10576,0,20,8,28
2023-03-20 18:05:16,BigDawgsUnited,Yes,ps4,84259,1,WWWWWWWWLD,1159,906,123,130,3537,3.05,1194,1.03,2343,11,117,2,1,25,East Coast US,Estadio Santiago Bernabéu,36131,36131,0,89,11,100
2023-03-20 18:05:16,FC WORlDTEAM,Yes,ps4,11427639,1,WWWWWLLDDD,791,640,77,74,2502,3.16,782,0.99,1720,9,80,0,1,25,Southern Europe,Old Trafford,25848,25848,0,66,9,75
2023-03-20 18:05:16,E V E R T O N,Yes,ps4,3733044,1,WWWWWWWWLD,1257,914,163,180,3383,2.69,1313,1.04,2070,9,132,0,1,25,,Waldstadion,35232,35232,0,72,9,81
2023-03-20 18:05:16,G E T L O S T,Yes,ps4,164804,1,WWWWWWWWLL,1246,857,150,239,3561,2.86,1491,1.2,2070,18,112,9,1,25,,El Grandioso,30619,30619,0,60,15,75
2023-03-20 18:05:16,SHAYIB ALSBEET,Yes,ps4,11287634,1,WWWWWWWLLD,401,308,46,47,1225,3.05,435,1.08,790,9,38,0,1,25,,Old Trafford,11544,11544,0,23,9,32
2023-03-20 18:05:16,Le Fort FC,Yes,ps4,17169,1,WWWWWLLLDD,474,253,91,130,802,1.69,500,1.05,302,15,31,6,1,24,,El Alcoraz,7390,7390,0,4,8,12
2023-03-20 18:05:16,FANDANGO,Yes,ps4,7414,1,WWWWWWWWLD,374,204,69,101,706,1.89,444,1.19,262,15,19,6,1,25,,Eastpoint Arena,5420,5420,0,2,11,13
2023-03-20 18:05:16,H E L L F I R E,Yes,ps4,148459,1,WWWWWWWWLD,1432,928,173,331,3935,2.75,2072,1.45,1863,18,130,9,1,25,,WELCOME TO HELL,32341,32341,0,53,15,68
2023-03-20 18:05:16,AL  STARK,Yes,ps4,6270059,1,WWWWWWWWLD,1109,673,161,275,2845,2.57,1598,1.44,1247,19,96,10,1,25,,Stark Arena,22000,22000,0,25,13,38
2023-03-20 18:05:16,Champions,Yes,ps4,6944,1,WWWWWWLLLD,2125,1533,254,338,5883,2.77,2330,1.1,3553,16,210,7,1,25,,Mercedes-Benz Stadium,59134,59134,0,132,15,147
2023-03-20 18:05:16,KeyMoney Squad,Yes,ps4,2992854,1,WWWWWWWDDD,1211,786,153,272,3344,2.76,1806,1.49,1538,23,98,14,1,25,East Coast US,Old Trafford,26890,26890,0,47,19,66
2023-03-20 18:05:16,we r champions,Yes,ps4,12859,1,WWWWWWWWWW,1198,858,147,193,3292,2.75,1295,1.08,1997,12,118,3,1,25,,Mercedes-Benz Stadium,31891,31891,0,64,10,74
2023-03-20 18:05:16,TEAMSTRIKER,Yes,ps4,1399199,1,WWWWWWLLLD,536,373,73,90,1213,2.26,447,0.83,766,9,52,0,1,25,,Johan Cruijff ArenA,13501,13501,0,22,8,30
2023-03-20 18:05:16,LES GARS LAKTiK,Yes,ps4,1897129,1,WWWWWWWLLL,708,471,86,151,1901,2.69,951,1.34,950,12,63,3,1,25,Southern Europe,Parc Des Galactiques,16727,16727,0,29,8,37
2023-03-20 18:05:16,A R R O W,Yes,ps4,221394,1,WWWWWWWWWD,801,587,98,116,2335,2.92,933,1.16,1402,9,80,0,1,25,,King Fahd Stadium,22963,22963,0,50,9,59
2023-03-20 18:05:16,D  A  R  K,Yes,ps4,11596334,1,WWWWWWWLLD,299,254,28,17,1032,3.45,293,0.98,739,9,26,0,1,25,,Old Trafford,9799,9799,0,24,9,33
2023-03-20 18:05:16,Amaterasu,Yes,ps4,4579474,1,WWWWWWWWDD,3174,2816,175,183,14922,4.7,4636,1.46,10286,9,355,0,1,25,,King Fahd Stadium,117215,117215,0,336,8,344
2023-03-20 18:05:16,Son Goten,Yes,ps4,12502889,1,WWWWWWWWWD,351,274,37,40,1059,3.02,378,1.08,681,10,30,1,1,25,Southern Europe,Villa Park,10081,10081,0,21,10,31
2023-03-20 18:05:16,11 GALACTIQUES,Yes,ps4,4693114,1,WWWWWWLLDD,2004,1363,259,382,5720,2.85,2899,1.45,2821,24,184,15,1,25,Southern Europe,Old Trafford,49802,49802,0,98,16,114
2023-03-20 18:05:16,S P U R S,Yes,ps4,2419059,1,WWWWWWWWWL,631,487,70,74,1918,3.04,733,1.16,1185,10,60,1,1,25,,San Siro,18868,18868,0,44,9,53
2023-03-20 18:05:16,FAIS DES PASSES,Yes,ps4,77634,1,WWWWWWWLDD,885,632,112,141,2517,2.84,1076,1.22,1441,12,85,3,1,25,Southern Europe,Parc des Princes,23855,23855,0,48,11,59
2023-03-20 18:05:16,C R I M E,Yes,ps4,6871044,1,WWWWWWWLLD,505,426,38,41,1736,3.44,484,0.96,1252,9,50,0,1,25,,Estadio San Mamés,16642,16642,0,41,9,50
2023-03-20 18:05:16,G h a n a,Yes,ps4,5103489,1,WWWWWWWLDD,791,529,95,167,2220,2.81,1105,1.4,1115,18,62,9,1,25,,Emirates Stadium,17788,17788,0,31,13,44
2023-03-20 18:05:16,Rising Star,Yes,ps4,40999,1,WWWWWWWWWD,1531,1019,195,317,4266,2.79,2310,1.51,1956,14,152,5,1,25,Southern Europe,Gtech Community Stadium,36943,36943,0,61,11,72
2023-03-20 18:05:16,S O Y,Yes,ps4,317014,1,WWWWWWWWLL,1014,707,146,161,2588,2.55,1020,1.01,1568,9,104,0,1,25,,Allianz Stadium,26685,26685,0,50,6,56
2023-03-20 18:05:16,SAWA  HOMARE,Yes,ps4,7654,1,WWWWWWWLDD,272,194,39,39,694,2.55,273,1.0,421,10,21,1,1,25,,Loftus Road,6431,6431,0,9,10,19
2023-03-20 18:05:16,PECORANERA,Yes,ps4,1726944,1,WWWWWWWLLL,335,251,38,46,954,2.85,314,0.94,640,9,30,0,1,25,,Molton Road,9109,9109,0,17,8,25
2023-03-20 18:05:16,V I O L A,Yes,ps4,8881939,1,WWWWWWWWWD,379,303,36,40,1262,3.33,398,1.05,864,9,35,0,1,25,,Stamford Bridge,11423,11423,0,25,9,34
2023-03-20 18:05:16,V A M O S,Yes,ps4,703974,1,WWWWWWWLDD,794,570,97,127,2343,2.95,886,1.12,1457,9,80,0,1,25,,J7EM VAMOS,21735,21735,0,44,6,50
2023-03-20 18:05:16,ParkStrangers,Yes,ps4,3158124,1,WWWWWWWWLD,837,515,126,196,2094,2.5,1179,1.41,915,15,71,6,1,25,East Coast US,Estádio do SL Benfica,17738,17738,0,26,11,37
2023-03-20 18:05:16,Dutchie FC,Yes,ps4,2491584,1,WWWWWWWWDD,899,660,96,143,2943,3.27,1321,1.47,1622,12,86,3,1,25,Eastern Europe,Stadion 23. Maj,24525,24525,0,51,11,62
2023-03-20 18:05:16,ARTSIT,Yes,ps4,544479,1,WWWWWWWWLD,1455,1115,129,211,4882,3.36,1915,1.32,2967,13,147,4,1,25,British Isles,Villa Park,42607,42607,0,99,7,106
2023-03-20 18:05:16,xJogaaaaa 11,Yes,ps4,554204,1,WWWWWWWWWL,768,561,103,104,2234,2.91,968,1.26,1266,11,73,2,1,25,Southern Europe,Gtech Community Stadium,21550,21550,0,47,10,57
2023-03-20 18:05:16,E L IT E,Yes,ps4,1341004,1,WWWWWWLLLD,1325,842,182,301,3339,2.52,1744,1.32,1595,21,115,12,1,25,,Waldstadion,28730,28730,0,44,15,59
2023-03-20 18:05:16,DEMONxN1,Yes,ps4,1196864,1,WWWWWWWWLD,3085,2383,336,366,9435,3.06,3270,1.06,6165,13,329,4,1,25,Southern Europe,Stade des Démons,95130,95130,0,230,12,242
2023-03-20 18:05:16,T i M E R,Yes,ps4,10663799,1,WWWWWWWLLD,266,211,24,31,881,3.31,297,1.12,584,9,22,0,1,25,,El Alcoraz,7734,7734,0,17,6,23
2023-03-20 18:05:16,1  TeFx,Yes,ps4,4449649,1,WWWWWWWDDD,1346,734,167,445,3474,2.58,2614,1.94,860,36,86,27,1,25,,J7em TeFx .,20499,20499,0,17,26,43
2023-03-20 18:05:16,L O R D S,Yes,ps4,3283214,1,WWWWWWWLLD,1020,841,93,86,3118,3.06,886,0.87,2232,9,107,0,1,25,,L O R D S,33873,33873,0,87,9,96
2023-03-20 18:05:16,GELEEN,Yes,ps4,778859,1,WWWWWWWWDD,509,397,56,56,1503,2.95,573,1.13,930,9,47,0,1,25,British Isles,Lindenheuvel,15062,15062,0,35,9,44
2023-03-20 18:05:16,T E D,Yes,ps4,4072119,1,WWWWWWWWLL,1332,964,150,218,3754,2.82,1502,1.13,2252,14,130,5,1,25,,T E D,35410,35410,0,71,13,84
2023-03-20 18:05:16,Fancy Footy,Yes,xbsxs,1920098,1,WWWWWWWWWD,1805,1608,136,61,5357,2.97,771,0.43,4586,9,201,0,1,25,Southern Europe,Estadio Santiago Bernabéu,67230,67230,0,191,9,200
2023-03-20 18:05:16,Its in Spanish,Yes,xbsxs,3734268,1,WWWWWWWWDD,1377,1077,120,180,4442,3.23,1596,1.16,2846,11,138,2,1,25,East Coast US,Atatürk Olimpiyat Stadı,42498,42498,0,107,9,116
2023-03-20 18:05:16,Precise CF,Yes,xbsxs,3028688,1,WWWWWLLDDD,913,757,84,72,2629,2.88,711,0.78,1918,9,96,0,1,25,Western Europe,pF Arena,30521,30521,0,78,9,87
2023-03-20 18:05:16,Nice Guys,Yes,xbsxs,1375178,1,WWWWWWLLDD,468,385,59,24,1234,2.64,218,0.47,1016,9,45,0,1,25,East Coast US,Rogue Park,15158,15158,0,37,9,46
2023-03-20 18:05:16,Creative  Play,Yes,xbsxs,7367318,1,WWWWWWWWWW,421,401,16,4,1454,3.45,179,0.43,1275,9,43,0,1,25,British Isles,El Alcoraz,15883,15883,0,43,9,52
2023-03-20 18:05:16,TT Gaming 1,Yes,xbsxs,2329858,1,WWWWWWWLLD,2522,2020,250,252,7342,2.91,1997,0.79,5345,9,274,0,1,25,British Isles,Cabbage Patch,81720,81720,0,207,8,215
2023-03-20 18:05:16,Tekkerz XI,Yes,xbsxs,2315663,1,WWWWWWWWWW,2392,1696,284,412,6497,2.72,2857,1.19,3640,22,229,13,1,25,East Coast US,Waldstadion,63246,63246,0,135,17,152
2023-03-20 18:05:16,I EzW Fc I,Yes,xbsxs,366218,1,WWWWWWWWWD,299,258,28,13,981,3.28,216,0.72,765,9,26,0,1,25,West Coast US,Olympiastadion,9821,9821,0,24,9,33
2023-03-20 18:05:16,II Toxic Fc II,Yes,xbsxs,1972833,1,WWWWWWWWWW,295,262,19,14,1014,3.44,202,0.68,812,9,27,0,1,25,West Coast US,King Fahd Stadium,10141,10141,0,25,9,34
2023-03-20 18:05:16,SPORTING LISBON,Yes,xbsxs,534068,1,WWWWWWWWLD,496,348,74,74,1185,2.39,478,0.96,707,12,40,3,1,25,East Coast US,Estádio do Dragão,12691,12691,0,26,9,35
2023-03-20 18:05:16,Fivey,Yes,xbsxs,6993068,1,WWWWWWLDDD,540,425,72,43,1468,2.72,404,0.75,1064,9,53,0,1,25,East Coast US,Sanderson Park,16769,16769,0,39,9,48
2023-03-20 18:05:16,Team Classic,Yes,xbsxs,47408,1,WWWWWLLLLD,452,402,27,23,1456,3.22,263,0.58,1193,9,44,0,1,25,British Isles,Fratton Park,15863,15863,0,42,9,51
2023-03-20 18:05:16,Tomori Special,Yes,xbsxs,8956148,1,WWWWWWWWWW,323,296,21,6,1013,3.14,102,0.32,911,9,31,0,1,25,British Isles,Deutsche Bank Park,11493,11493,0,29,9,38
2023-03-20 18:05:16,BoomBoysFc,Yes,xbsxs,4313038,1,WWWWWLLLLD,823,589,120,114,2171,2.64,851,1.03,1320,9,84,0,1,25,East Coast US,The Valley,22924,22924,0,46,9,55
2023-03-20 18:05:16,Top Flight FC,Yes,xbsxs,2206683,1,WWWWWWWWWW,864,599,131,134,2306,2.67,1075,1.24,1231,11,83,2,1,25,West Coast US,m.A.A.d city,22437,22437,0,43,9,52
2023-03-20 18:05:16,Hacken FC,Yes,xbsxs,167368,1,WWWWWWWWLD,1062,772,125,165,3013,2.84,1242,1.17,1771,12,103,3,1,25,West Coast US,Stadio Classico,29410,29410,0,63,11,74
2023-03-20 18:05:16,I Jinkz Squad I,Yes,xbsxs,99478,1,WWWWWWWWDD,721,550,80,91,2137,2.96,830,1.15,1307,10,72,1,1,25,West Coast US,Estadio Santiago Bernabéu,21258,21258,0,47,10,57
2023-03-20 18:05:16,Äziz Un,Yes,xbsxs,4521098,1,WWWWWWWLLD,417,338,42,37,1229,2.95,282,0.68,947,9,41,0,1,25,East Coast US,Cívitas METROPOLITANO,13248,13248,0,30,9,39
2023-03-20 18:05:16,CF ELITES,Yes,xbsxs,5551488,1,WWWWWWWWWL,304,261,21,22,933,3.07,210,0.69,723,9,27,0,1,25,British Isles,Emirates Stadium,9967,9967,0,24,9,33
2023-03-20 18:05:16,ßlack Magic,Yes,xbsxs,1206903,1,WWWWWWWWWD,374,301,31,42,1147,3.07,341,0.91,806,9,34,0,1,25,West Coast US,King Power Stadium,11762,11762,0,28,9,37
2023-03-20 18:05:16,§ß FC,Yes,xbsxs,2920898,1,WWWWWWWWWW,422,326,45,51,1149,2.72,377,0.89,772,9,39,0,1,25,East Coast US,Olympiastadion,12523,12523,0,28,8,36
2023-03-20 18:05:16,PROBUSTERS,Yes,xbsxs,3383853,1,WWWWWWWWWW,846,672,88,86,2353,2.78,662,0.78,1691,9,87,0,1,25,East Coast US,Stadion Olympik,26686,26686,0,65,8,73
2023-03-20 18:05:16,Pionel Pessi,Yes,xbsxs,6283,1,WWWWWWWWWD,606,468,68,70,2092,3.45,840,1.39,1252,10,57,1,1,25,British Isles,Shush,18263,18263,0,43,10,53
2023-03-20 18:05:16,FC BRASKO,Yes,xbsxs,5259153,1,WWWWWWWLDD,582,481,54,47,1980,3.4,619,1.06,1361,9,58,0,1,25,Southern Europe,Stamford Bridge,18983,18983,0,47,9,56
2023-03-20 18:05:16,A Ball Footy x,Yes,xbsxs,7967388,1,WWWWWWLLDD,296,234,30,32,798,2.7,194,0.66,604,9,26,0,1,25,British Isles,Estádio do SL Benfica,8748,8748,0,18,9,27
2023-03-20 18:05:16,ßROTHERHOOD FC,Yes,xbsxs,34678,1,WWWWWWWWLL,601,471,62,68,1785,2.97,677,1.13,1108,9,60,0,1,25,East Coast US,Brotherhood Arena,18414,18414,0,42,9,51
2023-03-20 18:05:16,Simple Goals,Yes,xbsxs,8287083,1,WWWWWWWWWL,221,213,7,1,809,3.66,101,0.46,708,9,19,0,1,25,British Isles,Anfield,7822,7822,0,19,9,28
2023-03-20 18:05:16,Total Football,Yes,xbsxs,1500318,1,WWWWWWWWWW,690,603,66,21,2120,3.07,404,0.59,1716,9,71,0,1,25,East Coast US,Estadio Santiago Bernabéu,24603,24603,0,67,9,76
2023-03-20 18:05:16,Titans CF,Yes,xbsxs,3712923,2,WWWLLLLLDD,380,281,50,49,1108,2.92,429,1.13,679,10,31,2,1,25,Central America,Athens Arena,10211,10211,0,22,10,32
2023-03-20 18:05:16,AFC Wickford,Yes,xbsxs,2547218,1,WWWWWWWLLD,833,672,79,82,2545,3.06,916,1.1,1629,9,87,0,1,25,British Isles,Bramall Lane,26420,26420,0,63,9,72
2023-03-20 18:05:16,Tri Link,Yes,xbsxs,62013,1,WWWWWWWWDD,605,376,104,125,1548,2.56,826,1.37,722,10,57,1,1,25,East Coast US,El Grandioso,13438,13438,0,16,9,25
2023-03-20 18:05:16,Criminal Goal,Yes,xbsxs,2286478,1,WWWWWLLLLD,366,292,34,40,1169,3.19,394,1.08,775,9,33,0,1,25,East Coast US,Your Jail Cell,10937,10937,0,24,9,33
2023-03-20 18:05:16,Skillz2PayBillz,Yes,xbsxs,1801218,1,WWWWWWWLDD,235,195,26,14,600,2.55,104,0.44,496,9,19,0,1,25,East Coast US,ESTADIO RANE,7283,7283,0,16,9,25
2023-03-20 18:05:16,r u serious,Yes,xbsxs,5690418,1,WWWWWLLDDD,296,213,38,45,753,2.54,291,0.98,462,10,23,1,1,25,British Isles,San Siro,7537,7537,0,13,10,23
2023-03-20 18:05:16,Forest Green,Yes,xbsxs,6623748,1,WWWWWWWLLD,250,219,20,11,834,3.34,207,0.83,627,9,21,0,1,25,British Isles,The Bolt New Lawn,8309,8309,0,20,9,29
2023-03-20 18:05:16,Champagnepapi,Yes,xbsxs,3004733,1,WWWWWWLLDD,497,289,61,147,1095,2.2,739,1.49,356,15,33,6,1,25,West Coast US,Cívitas METROPOLITANO,8604,8604,0,9,8,17
2023-03-20 18:05:16,Phoenix Rising,Yes,xbsxs,2253,1,WWWWWWWWWD,477,358,56,63,1386,2.91,457,0.96,929,9,46,0,1,25,British Isles,Forest Park Stadium,13515,13515,0,27,9,36
2023-03-20 18:05:16,Champgne FC,Yes,xbsxs,8052198,1,WWWWWWLLLD,273,185,27,61,769,2.82,394,1.44,375,9,22,0,1,25,East Coast US,Stadion 23. Maj,6314,6314,0,8,9,17
2023-03-20 18:05:16,Lions Train,Yes,xbsxs,1269848,1,WWWWWLLLDD,818,579,99,140,2177,2.66,950,1.16,1227,10,83,1,1,25,British Isles,Waldstadion,21636,21636,0,39,9,48
2023-03-20 18:05:16,zabba,Yes,xbsxs,685263,1,WWWWWWWWDD,669,383,90,196,1678,2.51,1168,1.75,510,19,45,10,1,25,Southern Europe,santiago banyolista,11013,11013,0,10,13,23
2023-03-20 18:05:16,FC Chop,Yes,xbsxs,6490638,1,WWWLLLLLDD,285,172,50,63,694,2.44,390,1.37,304,10,22,1,1,25,East Coast US,CHOP,5225,5225,0,1,9,10
2023-03-20 18:05:16,Inside Garden,Yes,xbsxs,21128,1,WWWWWWWWWL,474,337,73,64,1178,2.49,456,0.96,722,10,42,1,1,25,British Isles,The Inside Garden,12672,12672,0,26,7,33
2023-03-20 18:05:16,SillySausagesFC,Yes,xbsxs,6635563,1,WWWWWWWWDD,406,251,57,98,950,2.34,534,1.32,416,11,34,2,1,25,British Isles,Cívitas METROPOLITANO,8195,8195,0,7,9,16
2023-03-20 18:05:16,electroniic,Yes,xbsxs,2610103,1,WWWWWWLLDD,384,243,56,85,1008,2.63,537,1.4,471,12,28,3,1,25,East Coast US,El Alcoraz,7893,7893,0,10,9,19
2023-03-20 18:05:16,Austin   FC,Yes,xbsxs,1518283,1,WWWWLLLLDD,750,418,132,200,1618,2.16,994,1.33,624,19,54,10,1,25,East Coast US,King Fahd Stadium,12765,12765,0,12,15,27
2023-03-20 18:05:16,Sid The Sloth,Yes,xbsxs,6684108,1,WWWWWWWLLD,289,196,41,52,712,2.46,345,1.19,367,10,23,1,1,25,British Isles,Sanderson Park,6503,6503,0,8,9,17
2023-03-20 18:05:16,Lucozade XI,Yes,xbsxs,5943,2,WWWWWWLLDD,595,408,77,110,1651,2.77,785,1.32,866,12,51,4,1,25,British Isles,Mercedes-Benz Stadium,14519,14519,0,28,9,37
2023-03-20 18:05:16,Fanateam,Yes,xbsxs,2860178,1,WWWWLLLLDD,804,493,126,185,1901,2.36,1084,1.35,817,16,67,7,1,25,Southern Europe,Waldstadion,15902,15902,0,18,12,30
2023-03-20 18:05:16,Get a grip,Yes,xbsxs,8925803,1,WWWWWWWWWW,189,162,15,12,590,3.12,157,0.83,433,9,14,0,1,25,British Isles,Stadion Olympik,5608,5608,0,11,9,20
2023-03-20 18:05:16,iykykyk,Yes,xbsxs,2514353,1,WWWWWWWWDD,878,605,121,152,2192,2.5,914,1.04,1278,11,86,2,1,25,East Coast US,Johan Cruijff ArenA,22479,22479,0,40,11,51
2023-03-20 18:05:16,RB Avon,Yes,xbsxs,30003,1,WWWWWLLLDD,1090,685,155,250,2737,2.51,1516,1.39,1221,17,95,8,1,25,British Isles,Bosh Bowl,22821,22821,0,31,11,42
